isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780064405478,0064405478,Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,http://books.google.com/books/content?id=TNcQQCH_NMgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A small town shortly after the turn of the century provides the background for this account of Betsy's third year at Deep Valley High. Reissue.,1995.0,4.17,320.0,4744.0,Betsy Was a Junior,9780064405478 A small town shortly after the turn of the century provides the background for this account of Betsy's third year at Deep Valley High. Reissue.,Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8462057113647461,0.11169019341468811,0.09039898961782455
9780064408745,0064408744,The Good Liar,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=NLBPD7kd5YQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now an old man living in the United States, Marcel recalls his childhood in German-occupied France, especially the summer that he and his older brother RenT befriended a young German soldier. Reprint.",2002.0,3.53,144.0,122.0,The Good Liar,"9780064408745 Now an old man living in the United States, Marcel recalls his childhood in German-occupied France, especially the summer that he and his older brother RenT befriended a young German soldier. Reprint.",Children's Fiction,0.06413363665342331,0.2447984218597412,0.051362838596105576,0.5306199789047241,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780064409902,0064409902,Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,http://books.google.com/books/content?id=YUQMAXdqvhgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.",2004.0,4.04,176.0,4631.0,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,"9780064409902 After grasshoppers ruin the crops, eight-year-old Laura Ingalls and her family leave Plum Creek and move to Burr Oak, Iowa, where they experience life in a small town and help manage a hotel. Reprint.",Children's Fiction,0.06413363665342331,0.10730305314064026,0.051362838596105576,0.25507161021232605,0.9503574967384338,0.11169019341468811,0.07876546680927277
9780064410724,0064410722,Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=471OUKKACq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The students' scheme to find a love match for their beloved teacher on Valentine's Day turns into a comedy of errors when four stupid cupids from Ancient Greece try to help.,2001.0,3.52,224.0,110.0,Four Stupid Cupids,9780064410724 The students' scheme to find a love match for their beloved teacher on Valentine's Day turns into a comedy of errors when four stupid cupids from Ancient Greece try to help.,Children's Fiction,0.23477020859718323,0.13467097282409668,0.051362838596105576,0.05480308085680008,0.549476683139801,0.11169019341468811,0.07876546680927277
9780064440950,0064440958,Chester,Syd Hoff,Juvenile Fiction,http://books.google.com/books/content?id=DiGFBC7APpYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review.",1986.0,3.75,64.0,187.0,Chester,"9780064440950 Chester, a wild horse who wants to be tame, comes to the city looking for a home. ‘Reading for fun: the artist’s sense of pacing makes this book race along.’ —Saturday Review.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.7765166759490967,0.8931542038917542,0.11169019341468811,0.07876546680927277
9780070488205,0070488207,Virgin,James Patterson,Fiction,,The Blessed Virgin's deliverance of a prophecy to a peasant girl in Fatima in 1914 is followed years later by signs and omens including worldwide droughts and famines that signify its imminent fulfillment,1980.0,3.86,210.0,300.0,Virgin,9780070488205 The Blessed Virgin's deliverance of a prophecy to a peasant girl in Fatima in 1914 is followed years later by signs and omens including worldwide droughts and famines that signify its imminent fulfillment,Fiction,0.014079445041716099,0.017498541623353958,0.26487675309181213,0.11689656972885132,0.5255999565124512,0.02886282652616501,0.03218594193458557
9780071348270,0071348271,Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,http://books.google.com/books/content?id=ofjQmAJBiiwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Explains how to improve one's existing organization while creating a replacement design for the future and why change is necessary to ensure the future of one's business,1999.0,3.42,242.0,0.0,Mission Possible: Becoming a World Class Organization While There's Still Time,9780071348270 Explains how to improve one's existing organization while creating a replacement design for the future and why change is necessary to ensure the future of one's business,Nonfiction,0.016282610595226288,0.011869026347994804,0.012152583338320255,0.007335994392633438,0.9306507110595703,0.007844775915145874,0.01386436726897955
9780099134015,0099134012,A Time to Kill,John Grisham,Fiction,http://books.google.com/books/content?id=Ijgi5Hr0u7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Southern town is shocked when a 10-year-old black girl is raped by two white men--until the girl's father takes the law into his own hands.,1992.0,4.06,515.0,700.0,A Time to Kill,9780099134015 A Southern town is shocked when a 10-year-old black girl is raped by two white men--until the girl's father takes the law into his own hands.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.9545121788978577
9780099429791,0099429799,Atonement,Ian McEwan,Atonement,http://books.google.com/books/content?id=jZe53wiTVbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Fledgling writer Briony Tallis, as a 13-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2002.0,3.89,372.0,4537.0,Atonement,"9780099429791 Fledgling writer Briony Tallis, as a 13-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",Fiction,0.3283522129058838,0.5802095532417297,0.051362838596105576,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780099448761,0099448769,Dance Dance Dance,Haruki Murakami,Crime investigation,http://books.google.com/books/content?id=23aiRAguYcEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Combining an offbeat cast of characters with Murakami's idiosyncratic prose, this novel is an assault on all the senses, a murder mystery that is also philosophical speculation, and a dark fable of advanced capitalism.",2003.0,4.04,393.0,47494.0,Dance Dance Dance,"9780099448761 Combining an offbeat cast of characters with Murakami's idiosyncratic prose, this novel is an assault on all the senses, a murder mystery that is also philosophical speculation, and a dark fable of advanced capitalism.",Fiction,0.06413363665342331,0.10400673747062683,0.849807620048523,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780099461098,0099461099,Underground,Haruki Murakami,Cults,http://books.google.com/books/content?id=i2104FzgbvIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told, based on hundreds of interviews with survivors, relatives of those who died, and the perpetrators.",2003.0,3.9,309.0,10003.0,Underground: The Tokyo Gas Attack and the Japanese Psyche,"9780099461098 This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told, based on hundreds of interviews with survivors, relatives of those who died, and the perpetrators.",Nonfiction,0.06413363665342331,0.20005106925964355,0.18617801368236542,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780130887016,0130887013,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,http://books.google.com/books/content?id=tmgPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",2002.0,3.0,528.0,3.0,C++ Programmer's Notebook,"9780130887016 Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",Nonfiction,0.004436877556145191,0.0031613942701369524,0.0022113171871751547,0.0034416390117257833,0.9725854396820068,0.002290556440129876,0.011872727423906326
9780131494848,0131494848,Leadership in Organizations,Gary A. Yukl,Business & Economics,http://books.google.com/books/content?id=WHyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,2006.0,3.68,542.0,55.0,Leadership in Organizations,9780131494848 This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04272456839680672,0.9033541679382324,0.11169019341468811,0.07876546680927277
9780140065503,0140065504,Water Music,T. Coraghessan Boyle,Fiction,http://books.google.com/books/content?id=bL6tQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mungo Park, based on a real-life African explorer, and Ned Rise, a scoundrel, pimp, thief, and cheat, travel about Africa and meet up with a varied assortment of characters--native and colonial, antic and dangerous",1981.0,4.17,437.0,3128.0,Water Music,"9780140065503 Mungo Park, based on a real-life African explorer, and Ned Rise, a scoundrel, pimp, thief, and cheat, travel about Africa and meet up with a varied assortment of characters--native and colonial, antic and dangerous",Fiction,0.279123991727829,0.025788377970457077,0.47658511996269226,0.03620324283838272,0.16422182321548462,0.00936339981853962,0.008714072406291962
9780140110876,0140110879,You Bright and Risen Angels,William T. Vollmann,Fiction,http://books.google.com/books/content?id=d0buAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This comic and surreal novel about the beastliness and pain in the world focuses on the stories of assorted young American misfits, reactionaries and revolutionaries, young lovers, and raging old tyrants",1988.0,4.08,635.0,747.0,You Bright and Risen Angels: A Cartoon,"9780140110876 This comic and surreal novel about the beastliness and pain in the world focuses on the stories of assorted young American misfits, reactionaries and revolutionaries, young lovers, and raging old tyrants",Fiction,0.04338757321238518,0.2826071083545685,0.10432521998882294,0.05830692499876022,0.4701724350452423,0.0109226293861866,0.03027806617319584
9780140139402,0140139400,The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,http://books.google.com/books/content?id=GC7SyeJDDyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Retired literary agent Joe Allston passes through life as a spectator until he discovers the journals of a trip he took to his mother's birthplace years before.,1976.0,3.98,214.0,4537.0,The Spectator Bird,9780140139402 Retired literary agent Joe Allston passes through life as a spectator until he discovers the journals of a trip he took to his mother's birthplace years before.,Fiction,0.06413363665342331,0.1725623905658722,0.051362838596105576,0.04056441783905029,0.6267897486686707,0.11169019341468811,0.07876546680927277
9780140143454,0140143459,Liar's Poker,Michael M. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=eboqx4Fm0zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",1990.0,4.15,256.0,22710.0,Liar's Poker: Rising Through the Wreckage on Wall Street,"9780140143454 The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",Nonfiction,0.0035886033438146114,0.006821415852755308,0.0006734822527505457,0.9364811778068542,0.04333225265145302,0.002184259705245495,0.006918787024915218
