isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780130887016,0130887013,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,http://books.google.com/books/content?id=tmgPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",2002.0,3.0,528.0,3.0,C++ Programmer's Notebook,"9780130887016 Covers all the C++ concepts a programmer needs to know, including variables, operators, pointers, and virtual functions, organized to build expertise one step at a time",Nonfiction
9780131494848,0131494848,Leadership in Organizations,Gary A. Yukl,Business & Economics,http://books.google.com/books/content?id=WHyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,2006.0,3.68,542.0,55.0,Leadership in Organizations,9780131494848 This text provides the most comprehensive survey of the major theories and research on leadership and managerial effectiveness in formal organizations with practical suggestions for improving leadership skills.,Nonfiction
9780140065503,0140065504,Water Music,T. Coraghessan Boyle,Fiction,http://books.google.com/books/content?id=bL6tQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mungo Park, based on a real-life African explorer, and Ned Rise, a scoundrel, pimp, thief, and cheat, travel about Africa and meet up with a varied assortment of characters--native and colonial, antic and dangerous",1981.0,4.17,437.0,3128.0,Water Music,"9780140065503 Mungo Park, based on a real-life African explorer, and Ned Rise, a scoundrel, pimp, thief, and cheat, travel about Africa and meet up with a varied assortment of characters--native and colonial, antic and dangerous",Fiction
9780140110876,0140110879,You Bright and Risen Angels,William T. Vollmann,Fiction,http://books.google.com/books/content?id=d0buAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This comic and surreal novel about the beastliness and pain in the world focuses on the stories of assorted young American misfits, reactionaries and revolutionaries, young lovers, and raging old tyrants",1988.0,4.08,635.0,747.0,You Bright and Risen Angels: A Cartoon,"9780140110876 This comic and surreal novel about the beastliness and pain in the world focuses on the stories of assorted young American misfits, reactionaries and revolutionaries, young lovers, and raging old tyrants",Fiction
9780140139402,0140139400,The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,http://books.google.com/books/content?id=GC7SyeJDDyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Retired literary agent Joe Allston passes through life as a spectator until he discovers the journals of a trip he took to his mother's birthplace years before.,1976.0,3.98,214.0,4537.0,The Spectator Bird,9780140139402 Retired literary agent Joe Allston passes through life as a spectator until he discovers the journals of a trip he took to his mother's birthplace years before.,Fiction
9780140143454,0140143459,Liar's Poker,Michael M. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=eboqx4Fm0zkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",1990.0,4.15,256.0,22710.0,Liar's Poker: Rising Through the Wreckage on Wall Street,"9780140143454 The author recounts his experiences on the lucrative Wall Street bond market of the 1980s, where young traders made millions quickly and easily, in a humorous account of greed and epic folly",Nonfiction
9780140152746,0140152741,Mao II,Don DeLillo,Fiction,http://books.google.com/books/content?id=t0v7jxGuSh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reclusive writer Bill Gray escapes his failed novel into a world of political violence and terror, in a story that journeys from New York, to London, Athens, and ultimately, the bombed-out city of Beirut",1992.0,3.68,254.0,8085.0,Mao II,"9780140152746 Reclusive writer Bill Gray escapes his failed novel into a world of political violence and terror, in a story that journeys from New York, to London, Athens, and ultimately, the bombed-out city of Beirut",Fiction
9780140153194,0140153195,Justine,Lawrence Durrell,Fiction,http://books.google.com/books/content?id=zuK-PBDV50QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On the eve of World War II in the Egyptian city of Alexandria, an exiled Irish schoolteacher becomes involved with Justine, the Jewish wife of a Coptic Christian",1991.0,3.9,253.0,5183.0,Justine,"9780140153194 On the eve of World War II in the Egyptian city of Alexandria, an exiled Irish schoolteacher becomes involved with Justine, the Jewish wife of a Coptic Christian",Fiction
9780140156041,0140156046,Libra,Don DeLillo,Fiction,http://books.google.com/books/content?id=Vw1NGVkbEyAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The scheme of two disgruntled CIA agents to stage an unsuccessful attempt on the life of President Kennedy and link it to Cuba backfires when the erratic Lee Harvey Oswald goes too far,1991.0,3.99,480.0,11361.0,Libra: With a New Introduction by the Author,9780140156041 The scheme of two disgruntled CIA agents to stage an unsuccessful attempt on the life of President Kennedy and link it to Cuba backfires when the erratic Lee Harvey Oswald goes too far,Fiction
9780140185331,014018533X,The Third Man and the Fallen Idol,Graham Greene,Fiction,http://books.google.com/books/content?id=REy21xKVROQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Just arrived in Vienna, Rollo Martins discovers that the friend he has come to visit is dead, and Philip, a small boy, unwittingly betrays his best friend to the police",1977.0,3.76,157.0,1243.0,The Third Man and the Fallen Idol,"9780140185331 Just arrived in Vienna, Rollo Martins discovers that the friend he has come to visit is dead, and Philip, a small boy, unwittingly betrays his best friend to the police",Fiction
9780140189445,0140189440,Humboldt's Gift,Saul Bellow,Fiction,http://books.google.com/books/content?id=r0bFQu7Y6SIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Charlie Citrine, suffering from steadily worsening troubles with women, career, and life, receives unexpected aid in the form of a belated bequest from his onetime friend and mentor, the poet Von Humboldt Fleisher.",1996.0,3.86,487.0,6760.0,Humboldt's Gift,"9780140189445 Charlie Citrine, suffering from steadily worsening troubles with women, career, and life, receives unexpected aid in the form of a belated bequest from his onetime friend and mentor, the poet Von Humboldt Fleisher.",Fiction
9780140193701,0140193707,Holy Madness,Georg Feuerstein,Religion,http://books.google.com/books/content?id=J08zswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses the ""crazy wisdom"" of adepts, spiritual teachers, and gurus from all of the world's ancient spiritual traditions and explores the relationship between radical teachers and their disciples,",1992.0,3.71,320.0,15.0,"Holy Madness: The Shock Tactics and Radical Teachings of Crazy-Wise Adepts, Holy Fools, and Rascal Gurus","9780140193701 Discusses the ""crazy wisdom"" of adepts, spiritual teachers, and gurus from all of the world's ancient spiritual traditions and explores the relationship between radical teachers and their disciples,",Nonfiction
9780140196092,0140196099,Who are You?,Malcolm Godwin,"Body, Mind & Spirit",http://books.google.com/books/content?id=2p8BAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A noted artist introduces 101 easy-to-follow ways to help readers identify their personal abilities, personality types, psychological strategies, and goals, examining the body, emotions, intellect, and spirit.",2000.0,3.48,224.0,250.0,Who are You?: 101 Ways of Seeing Yourself,"9780140196092 A noted artist introduces 101 easy-to-follow ways to help readers identify their personal abilities, personality types, psychological strategies, and goals, examining the body, emotions, intellect, and spirit.",Nonfiction
9780140230277,0140230270,Harvesting the Heart,Jodi Picoult,Fiction,http://books.google.com/books/content?id=SHq3ImXM8UEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Now with a child of her own, Paige is still haunted by memories of her own mother, who left when she was five, and plagued by constant self-doubt.",1995.0,3.6,453.0,38397.0,Harvesting the Heart,"9780140230277 Now with a child of her own, Paige is still haunted by memories of her own mother, who left when she was five, and plagued by constant self-doubt.",Fiction
9780140236231,0140236236,Regeneration,Pat Barker,Fiction,http://books.google.com/books/content?id=BZhHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The first volume of the REGENERATION trilogy which centres around an actual encounter between army psychologist W.H.R.Rivers and the novelist Siegfried Sassoon, at Craiglockhart Hospital, during the First World War.",1997.0,4.03,256.0,19320.0,Regeneration,"9780140236231 The first volume of the REGENERATION trilogy which centres around an actual encounter between army psychologist W.H.R.Rivers and the novelist Siegfried Sassoon, at Craiglockhart Hospital, during the First World War.",Fiction
9780140283358,0140283358,Waiting for the Barbarians,J. M. Coetzee,Fiction,http://books.google.com/books/content?id=1me6TSRNdb4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A magistrate in a country village protests the army's treatment of members of the barbarian tribes taken prisoner during a civil war and finds himself arrested as a traitor.,1980.0,3.93,152.0,17232.0,Waiting for the Barbarians,9780140283358 A magistrate in a country village protests the army's treatment of members of the barbarian tribes taken prisoner during a civil war and finds himself arrested as a traitor.,Fiction
9780140285970,0140285970,Shadows and Wind,Robert Templer,History,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the problems facing modern Vietnam, a country emerging from its troubled past into a new world marked by conspicuous consumption and a lifestyle of leisure",1998.0,3.48,400.0,101.0,Shadows and Wind: A View of Modern Vietnam,"9780140285970 Examines the problems facing modern Vietnam, a country emerging from its troubled past into a new world marked by conspicuous consumption and a lifestyle of leisure",Nonfiction
9780140286373,0140286373,The Spell,Alan Hollinghurst,Fiction,http://books.google.com/books/content?id=u8MZ_wV-QmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The lives and relationships of four men intersect in this tale of gay love set during a long summer in England. By the author of The Swimming-Pool Library. Reprint.,2000.0,3.54,272.0,1505.0,The Spell,9780140286373 The lives and relationships of four men intersect in this tale of gay love set during a long summer in England. By the author of The Swimming-Pool Library. Reprint.,Fiction
9780140286809,0140286802,Collected Fictions,Jorge Luis Borges;Andrew Hurley,Fiction,http://books.google.com/books/content?id=4ChJPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In honor of the centenary of the birth of Borges, this collection of his fiction has been gathered into a single volume. ""An unparalleled treasury of marvels.""--""Chicago Tribune.""",1998.0,4.58,565.0,18072.0,Collected Fictions,"9780140286809 In honor of the centenary of the birth of Borges, this collection of his fiction has been gathered into a single volume. ""An unparalleled treasury of marvels.""--""Chicago Tribune.""",Fiction
